00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
41787.3,39790.0,39327.4,39243.2,41003.2,45723.9,49916.2,45015.3,37869.7,29450.2,23849.6,21839.2,21921.2,21317.2,22663.6,27715.3,36726.6,48191.8,61641.2,65880.8,67776.0,63248.2,54544.0,46526.4
