00:00,00:15,00:30,00:45,01:00,01:15,01:30,01:45,02:00,02:15,02:30,02:45,03:00,03:15,03:30,03:45,04:00,04:15,04:30,04:45,05:00,05:15,05:30,05:45,06:00,06:15,06:30,06:45,07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
9458.4,9344.2,9208.3,8962.3,8998.6,8967.5,8923.5,8914.9,9008.2,9031.8,9099.4,9175.3,9308.6,9482.0,9646.3,9807.3,10203.0,10457.6,10427.8,10904.5,11739.8,11992.6,12627.9,12926.3,13882.6,14545.2,14996.2,15195.0,15222.1,15319.9,14808.9,14958.1,14297.8,13794.4,12625.0,11620.7,11235.5,10372.5,9796.4,9339.4,8818.7,8180.6,7729.7,7474.6,7308.7,7248.3,7078.1,6780.6,6823.8,6800.2,6700.0,6499.3,6292.4,6061.7,5971.5,5995.1,6147.0,6251.1,6356.8,6563.2,7040.5,7413.3,7847.1,8360.4,9023.1,9544.5,9958.4,10345.4,11061.1,11558.9,12165.2,12558.3,13004.5,13305.2,13115.4,13064.2,13193.0,13070.4,12863.1,12841.5,13198.0,12934.3,12841.3,12699.4,12470.4,12193.5,12046.1,12012.3,11584.6,11218.8,10905.0,10617.5,10291.5,9943.1,9673.7,9671.2
