00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
29641.7,25560.0,24020.5,23764.3,24771.8,28006.6,35047.0,38536.5,38202.1,38252.9,38966.6,42466.6,43683.4,42453.3,41146.3,41823.4,45621.3,53508.1,60550.7,62106.6,58688.1,53478.3,47186.2,37797.1
