00:00,00:15,00:30,00:45,01:00,01:15,01:30,01:45,02:00,02:15,02:30,02:45,03:00,03:15,03:30,03:45,04:00,04:15,04:30,04:45,05:00,05:15,05:30,05:45,06:00,06:15,06:30,06:45,07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
7990.5,7528.3,7212.7,6910.2,6677.0,6456.4,6297.5,6129.1,6083.9,6020.5,5974.5,5941.6,5960.0,5933.1,5935.2,5936.0,6047.4,6101.8,6211.8,6410.8,6671.6,6792.4,7101.6,7441.0,8120.4,8624.0,9008.9,9293.7,9542.2,9661.9,9691.1,9641.3,9581.8,9607.1,9526.0,9487.2,9513.5,9570.3,9583.6,9585.5,9585.6,9654.2,9778.1,9948.7,10213.4,10527.2,10788.5,10937.5,10986.5,10964.3,10904.6,10828.0,10726.8,10665.6,10596.5,10464.4,10343.6,10295.2,10241.1,10266.4,10376.9,10394.6,10457.9,10594.0,10912.4,11191.9,11540.3,11976.7,12598.6,13127.8,13621.4,14160.3,14645.5,15028.9,15325.3,15551.0,15616.1,15600.6,15521.9,15368.0,15178.9,14863.8,14485.1,14160.3,13868.4,13500.0,13129.8,12980.1,12729.9,12080.5,11503.8,10872.0,10289.6,9686.4,9167.4,8653.7
