00:00,00:15,00:30,00:45,01:00,01:15,01:30,01:45,02:00,02:15,02:30,02:45,03:00,03:15,03:30,03:45,04:00,04:15,04:30,04:45,05:00,05:15,05:30,05:45,06:00,06:15,06:30,06:45,07:00,07:15,07:30,07:45,08:00,08:15,08:30,08:45,09:00,09:15,09:30,09:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
10732.9,10607.5,10301.1,10145.8,10054.0,9969.8,9961.3,9804.9,9878.2,9860.1,9788.2,9800.9,9846.0,9776.5,9803.8,9816.9,10154.8,10218.3,10294.2,10335.9,11091.2,11222.6,11601.1,11809.0,12294.0,12650.1,12737.6,12234.5,11918.8,11462.5,10944.7,10689.3,10372.6,9731.3,9176.7,8589.1,8114.4,7546.5,7086.6,6702.7,6329.4,6046.7,5768.6,5704.9,5523.9,5322.2,5432.1,5561.0,5573.1,5514.3,5442.4,5391.4,5286.0,5318.5,5306.8,5405.9,5501.3,5589.1,5687.4,5885.8,6263.7,6632.1,7131.7,7687.8,8315.8,8942.1,9498.9,9969.8,10680.9,11559.3,12516.1,13435.5,14452.2,15278.8,15775.6,16134.6,16276.0,16404.8,16478.8,16721.2,17055.1,17199.4,16813.6,16707.9,16536.9,16044.1,15516.5,15150.7,14435.3,13942.4,13340.6,12825.7,12216.0,11812.2,11441.4,11056.8
