00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
101620.1,75730.3,65915.3,62726.2,63253.7,72161.8,116358.6,163014.6,189082.4,202471.3,206686.2,216388.3,233962.4,221123.1,191865.0,173041.3,166695.9,189310.1,231163.9,261556.0,245251.7,216178.8,189987.5,145248.4
