solarschwach,Tage,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,348,28061.7,24217.2,22766.1,22530.8,23496.2,26589.5,33235.0,36447.0,36047.4,36052.3,36673.7,39957.6,41136.4,39976.4,38717.5,39306.1,42730.0,50132.8,56997.7,58639.7,55513.7,50631.9,44665.4,35758.9
1,17,1580.0,1342.8,1254.4,1233.5,1275.6,1417.1,1812.0,2089.5,2154.7,2200.6,2292.9,2509.0,2547.0,2476.9,2428.8,2517.3,2891.3,3375.3,3553.0,3466.9,3174.4,2846.4,2520.8,2038.2
