solarschwach,Tage,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,348,96072.6,71600.2,62415.6,59412.2,59999.7,68575.0,110762.2,155081.6,179289.1,191409.4,194892.7,203662.8,220425.4,208484.2,180937.7,163202.1,157067.1,177585.5,216636.2,245703.1,231290.6,204643.2,180149.0,137711.2
1,17,5547.5,4130.1,3499.7,3314.0,3254.0,3586.8,5596.4,7933.0,9793.3,11061.9,11793.5,12725.5,13537.0,12638.9,10927.3,9839.2,9628.8,11724.6,14527.7,15852.9,13961.1,11535.6,9838.5,7537.2
