00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23
36973.2,35804.5,36314.7,38244.2,41992.9,49286.6,58619.0,60309.0,52337.9,40743.8,32203.6,28415.7,26823.3,24320.7,25318.1,30661.3,38871.4,47343.5,52489.3,51968.0,51673.0,48722.3,44325.9,39579.5
